Serial Number,Date Created,TestingSoftwareVersion,Test Result,status_CL_2,status_CL_25,status_CL_8,status_OL,P_CL_2,P_Avg_CL_25,P_Avg_CL_8,P_Avg_OL,P_StdDev_CL_2,P_StdDev_CL_25,P_StdDev_CL_8,P_StdDev_OL,F_Avg_CL_2,F_Avg_CL_25,F_Avg_CL_8,F_Avg_OL,F_StdDev_CL_2,F_StdDev_CL_25,F_StdDev_CL_8,F_StdDev_OL,D_Avg_CL_2,D_Avg_CL_25,D_Avg_CL_8,D_Avg_OL,D_StdDev_CL_2,D_StdDev_CL_25,D_StdDev_CL_8,D_StdDev_OL
3M0026,12/14/2017 9:53,3.2,Pass,Pass,Pass,Pass,Pass,"29,286.53","29,169.66","29,335.38","30,651.56",36.47538,98.90394,33.52973,9.384779,806.03,"9,976.70",3194.073,"5,826.33",74.44071,93.87829,61.26198,53.55837,290.9133,3466.48,1113.637,2405.213,20.26992,40.16693,16.55621,13.23046
3M002T,12/13/2017 15:05,3.2,Pass,Pass,Pass,Pass,Pass,"29,350.23","29,317.65","29,419.16","30,643.19",52.92585,60.46951,33.46631,8.595882,795.69,"9,983.42",3194.56,"6,110.20",92.85292,80.25849,59.87764,47.34932,323.3233,3347.097,1113.607,2419.25,18.99016,24.2619,16.35998,12.41669
3M002T,12/13/2017 15:05,3.2,Fail,Fail,Fail,Pass,Pass,"29,358.99","29,507.23","29,536.52","30,651.45",37.16831,279.9833,15.85653,8.590996,757.4267,"10,123.64",3197.087,"4,372.14",168.968,945.5114,56.82048,47.96317,3092.017,"4,585.25",1629.663,2414.613,51.79329,582.6687,14.61612,11.01528
3M002T,12/13/2017 15:05,3.2,Fail,Pass,Fail,Pass,Pass,"29,335.00","29,507.23","29,536.52","30,651.45",51.57787,279.9833,15.85653,8.590996,797.9567,"10,123.64",3197.087,"4,372.14",95.01097,945.5114,56.82048,47.96317,369.6733,"4,585.25",1629.663,2414.613,21.95151,582.6687,14.61612,11.01528
3M002T,12/13/2017 15:05,3.2,Fail,Pass,Fail,Pass,Pass,"29,439.04","29,507.23","29,536.52","30,651.45",42.42267,279.9833,15.85653,8.590996,797.3333,"10,123.64",3197.087,"4,372.14",73.34329,945.5114,56.82048,47.96317,601.3533,"4,585.25",1629.663,2414.613,18.85974,582.6687,14.61612,11.01528
3M002T,12/13/2017 15:05,3.2,Fail,Fail,Fail,Fail,Fail,"29,411.07","29,552.56","29,429.85","29,971.58",42.22218,17.91024,32.98358,2609.413,802.3067,"9,993.83",3192.713,2137.17,62.91449,49.82135,62.2246,610.9198,830.6067,"8,452.83",2761.87,2969.333,17.34366,21.66548,15.807,2086.337
3M002T,12/13/2017 15:05,3.2,Fail,Fail,Pass,Fail,Pass,"29,324.82","29,191.66","29,379.03","30,654.12",48.37768,29.03882,38.88162,9.365178,805.5467,"9,684.53",3183.257,"4,384.73",63.27888,152.1264,55.8774,48.00179,830.0367,"4,230.76",2642.21,2445.79,15.97578,47.81211,23.77395,10.97627
3M002T,12/13/2017 15:05,3.2,Fail,Fail,Pass,Fail,Pass,"29,302.77","29,191.66","29,379.03","30,654.12",69.68654,29.03882,38.88162,9.365178,804.0967,"9,684.53",3183.257,"4,384.73",70.70484,152.1264,55.8774,48.00179,736.4133,"4,230.76",2642.21,2445.79,18.26092,47.81211,23.77395,10.97627
3M002R,12/13/2017 13:34,3.2,Pass,Pass,Pass,Pass,Pass,"29,290.93","29,191.66","29,356.42","30,654.12",61.31179,29.03882,34.17751,9.365178,804.4367,"9,684.53",3199.07,"4,384.73",74.51784,152.1264,49.71383,48.00179,647.32,"4,230.76",1627.45,2445.79,19.00387,47.81211,14.66269,10.97627
3M0038,12/13/2017 11:49,3.2,Pass,Pass,Pass,Pass,Pass,"29,337.31","29,284.73","29,395.58","30,651.61",37.72813,46.13193,43.61725,10.07037,798.3933,"9,852.32",3204.75,"5,048.76",63.98607,128.747,63.27281,38.36956,402.9,"4,008.20",1362.983,2445.82,16.60942,34.77683,15.83231,10.66134
3M0038,12/13/2017 11:49,3.2,Fail,Fail,nan,nan,nan,"29,254.90",0,0,0,57.95322,0,0,0,810.4933,0,0,0,84.07564,0,0,0,2224.073,0,0,0,20.42895,0,0,0
3M0038,12/13/2017 11:49,3.2,Fail,Fail,nan,nan,nan,"29,617.93",0,0,0,856.8131,0,0,0,328.5233,0,0,0,183.7488,0,0,0,"5,845.82",0,0,0,647.785,0,0,0
3M0013,12/7/2017 12:38,3.2,Pass,Pass,Pass,Pass,Pass,"29,309.13","29,444.48","29,413.41","30,667.29",46.06357,15.8419,25.42587,9.336724,799.7267,"10,000.19",3195.467,"5,956.15",74.07864,54.29359,77.58659,37.90657,335.2767,3479.693,1140.57,2410.26,17.69191,16.22503,17.59837,9.503103
3M0014,12/7/2017 12:24,3.2,Pass,Pass,Pass,Pass,Pass,"29,166.67","29,417.81","29,364.96","30,665.77",65.1003,26.08582,22.93185,9.666228,807.7833,"9,993.57",3197.183,"4,915.58",100.5639,53.38098,78.77478,42.38962,378.8833,"4,164.67",1335.867,2421.59,20.57682,22.17189,17.96088,11.50117
3M003C,12/1/2017 11:12,3.2,Pass,Pass,Pass,Pass,Pass,"29,324.92","29,468.36","29,386.04","30,623.21",37.91478,16.3172,46.52693,10.59049,807.7167,"10,005.98",3197.123,"4,803.92",70.969,61.79101,58.11856,45.99746,402.3933,"4,310.55",1399.653,2402.447,15.2816,19.96866,18.70388,12.2998
3M003C,12/1/2017 10:53,3.2,Fail,Pass,Fail,Pass,Pass,"29,269.33","29,551.19","29,351.83","30,627.77",56.69435,498.2379,51.10446,10.73558,796.41,"10,404.28",3192.853,"4,873.16",92.3528,1702.734,74.96627,49.35461,395.2367,"4,472.01",1359.243,2394.467,18.95814,1077.525,16.25939,12.54004
3M0019,12/1/2017 10:40,3.2,Pass,Pass,Pass,Pass,Pass,"29,341.02","29,307.21","29,390.45","30,645.36",60.09168,55.11064,30.72228,10.81984,798.0967,"9,953.35",3199.573,"5,222.75",74.95354,100.2978,75.15097,43.99214,383.5067,3894.953,1316.023,2421.01,16.41264,23.22052,19.3659,11.05658
3M0019,12/1/2017 10:40,3.2,Fail,Pass,Fail,Fail,Pass,"29,331.51","29,535.85","29,479.89","30,651.67",51.87705,217.7711,23.0971,9.001904,800.01,"10,260.27",3203.28,"5,447.42",96.42036,847.0797,81.44524,44.13601,351.3167,3971.43,1265.19,2407.09,23.07841,459.0802,18.5698,11.73775
3M0019,12/1/2017 10:40,3.2,Fail,Pass,Fail,Pass,Pass,"29,376.64","29,535.85","29,475.68","30,651.67",46.90491,217.7711,16.03288,9.001904,805.3933,"10,260.27",3203.003,"5,447.42",79.35035,847.0797,50.8025,44.13601,353.22,3971.43,1247.043,2407.09,17.76037,459.0802,15.50315,11.73775
3M0019,12/1/2017 10:40,3.2,Fail,Pass,Fail,Pass,Pass,"29,345.65","29,566.37","29,403.81","30,639.80",56.57659,244.2059,46.85283,9.822509,793.1233,"10,206.82",3197.697,"5,504.02",61.66308,879.8562,78.20401,52.44119,337.3033,3947.49,1222.97,2416.283,18.1091,504.454,19.75008,12.10946
3M0019,12/1/2017 10:40,3.2,Fail,Pass,Pass,Fail,Pass,"29,291.08","29,267.85","29,387.22","30,638.63",58.74183,59.16511,35.11953,10.13883,796.06,"9,982.56",3194.793,"6,570.88",80.06827,80.11028,87.54321,46.72862,319.7367,3681.377,1205.843,2391.437,15.90979,33.27517,20.10108,12.4287
3M0012,12/1/2017 7:45,3.2,Pass,Pass,Pass,Pass,Pass,"29,269.19","29,404.97","29,414.19","30,638.63",52.02188,25.10826,19.99354,10.13883,789.38,"9,992.23",3192.297,"6,570.88",109.2764,85.95994,67.08226,46.72862,236.6967,3154.003,980.0267,2391.437,20.84504,22.90995,17.14474,12.4287
3M0032,11/30/2017 6:31,3.2,Pass,Pass,Pass,Pass,Pass,"29,264.52","29,269.71","29,385.08","30,647.52",49.30716,53.17918,31.41436,9.469008,802.62,"9,985.70",3199.767,"5,649.65",71.14725,88.9713,56.45481,47.31153,341.38,3585.227,1191.517,2398.84,17.35667,26.83436,13.58525,12.50859
3M0030,11/30/2017 6:18,3.2,Pass,Pass,Pass,Pass,Pass,"29,364.47","29,274.57","29,423.29","30,647.11",49.64913,45.48214,29.87113,9.682453,801.1733,"9,895.66",3197.113,"4,941.54",91.79429,100.8207,56.38771,52.37821,445.4533,"4,009.75",1396.403,2406.23,20.11476,23.2736,13.30248,12.31209
3M0030,11/30/2017 6:18,3.2,Fail,Pass,Fail,Pass,Pass,"29,388.34","29,469.29","29,529.55","30,647.28",47.85401,289.8026,17.4691,9.956328,794.7267,"9,980.88",3199.017,"4,940.72",82.56713,950.8383,67.70923,44.77468,450.36,"4,148.73",1398.347,2404.653,16.88298,581.7454,18.22525,12.26573
3M001J,11/30/2017 5:21,3.2,Pass,Pass,Pass,Pass,Pass,"29,396.40","29,339.69","29,420.28","30,637.62",29.95861,47.28192,49.03521,10.73342,795.9933,"9,981.79",3196.53,"5,505.08",65.7925,81.79129,52.29502,41.09206,335.1767,3722.84,1225.31,2389.593,16.07949,24.31935,19.30364,12.61206
3M001J,11/30/2017 5:21,3.2,Fail,Fail,Fail,Fail,Fail,"25,616.61","25,603.94","25,620.11","22,524.59",2.751543,3.21695,3.828144,14.06015,279.76,279.2033,281.1067,279.05,16.59907,16.26797,14.04892,12.96978,"15,517.44","15,556.85","15,551.12","12,491.97",4.589912,3.77682,4.253038,16.54749
3M001J,11/30/2017 5:21,3.2,Fail,Fail,Fail,Fail,Fail,"25,703.70","25,603.94","25,620.11","22,524.59",5.897956,3.21695,3.828144,14.06015,285.21,279.2033,281.1067,279.05,14.23684,16.26797,14.04892,12.96978,"15,416.64","15,556.85","15,551.12","12,491.97",9.369429,3.77682,4.253038,16.54749
3M001N,11/30/2017 4:49,3.2,Pass,Pass,Pass,Pass,Pass,"29,331.62","29,319.07","29,398.79","30,644.13",51.36754,53.85326,33.44384,9.799393,792.6833,"9,979.72",3200.327,"5,353.32",82.44317,82.49413,61.79387,44.86006,422.3,3764.727,1314.267,2411.43,20.34223,25.07277,14.78753,10.12017
3M001U,11/30/2017 4:30,3.2,Pass,Pass,Pass,Pass,Pass,"29,405.94","29,334.59","29,461.09","30,636.03",51.10266,55.00949,27.05618,10.14681,799.2267,"9,982.57",3198.403,"5,536.77",74.5784,70.89842,51.14294,48.62757,337.4667,3704.333,1232.823,2401.957,17.7163,25.30828,14.07889,12.84915
3M001U,11/30/2017 4:30,3.2,Fail,Pass,Fail,Pass,Pass,"29,300.92","29,604.66","29,486.73","30,636.44",48.78463,214.6854,19.9632,10.80845,801.39,"10,230.89",3197.537,"5,521.45",81.87663,759.5634,71.48108,36.36673,327.0567,3964.9,1214.067,2411.933,18.93101,444.1529,15.79834,10.98599
3M001Q,11/30/2017 3:59,3.2,Pass,Pass,Pass,Pass,Pass,"29,274.38","29,217.77","29,369.63","30,644.39",56.35235,67.85265,33.33672,10.20681,802.99,"9,977.18",3198.723,"5,909.09",83.22805,92.54846,56.94642,48.41507,292.4233,3435.263,1118.45,2387.677,15.94691,29.17953,17.21922,13.28709
3M0018,11/29/2017 14:44,3.2,Pass,Pass,Pass,Pass,Pass,"29,369.73","29,517.84","29,540.59","30,648.31",49.6899,17.94686,20.68121,10.50544,797.6367,"9,995.57",3198.843,3952.117,67.42418,59.93249,52.01109,49.6002,406.7067,"5,434.19",1711.117,2421.94,15.88003,18.03153,17.20011,10.31388
3M0015,11/29/2017 14:19,3.2,Pass,Pass,Pass,Pass,Pass,"29,303.87","29,493.46","29,398.05","30,636.02",45.91441,15.45256,30.5251,10.57118,801.4133,"9,998.19",3194.273,"4,975.43",75.54404,64.77906,66.49395,44.71356,402.4533,"4,220.47",1372.76,2424.577,19.86482,16.36669,15.99289,10.91865
3M002B,11/29/2017 9:52,3.2,Pass,Pass,Pass,Pass,Pass,"29,406.55","29,522.81","29,472.82","30,639.17",50.34802,11.32747,33.51842,9.631984,797.51,"9,997.56",3198.27,"6,069.19",70.67843,64.12074,69.39584,41.84443,329.9333,3473.403,1127.787,2412.737,14.32232,14.92948,19.76854,11.50684
3M002D,11/29/2017 8:50,3.2,Pass,Pass,Pass,Pass,Pass,"29,336.17","29,474.49","29,418.72","30,623.61",57.12962,21.47722,35.80011,10.58014,796.7667,"9,995.30",3200.333,"6,146.61",90.62973,73.15832,58.86036,40.19586,315.4467,3359.143,1089.37,2377.847,18.61115,18.52746,18.44748,11.10974
3M0016,11/29/2017 6:19,3.2,Pass,Pass,Pass,Pass,Pass,"29,328.25","29,533.35","29,490.83","30,639.69",40.7557,17.43664,16.77959,10.81159,799.45,"9,991.03",3200.76,"4,604.95",84.74013,57.81116,53.93011,51.84883,398.5167,"4,826.30",1470.253,2437.067,18.49638,18.29782,14.8935,12.88473
3M002G,11/28/2017 12:42,3.2,Pass,Pass,Pass,Pass,Pass,"29,350.14","29,529.99","29,463.93","30,632.15",53.99961,14.59072,35.84653,10.24122,798.9033,"9,995.64",3199.78,"6,060.44",86.93189,46.6765,48.92778,41.05845,306.18,3435.7,1111.333,2382.21,16.35907,10.88207,14.74428,12.22929
3M002J,11/28/2017 12:28,3.2,Pass,Pass,Pass,Pass,Pass,"29,352.88","29,299.93","29,453.22","30,644.81",51.27547,25.463,35.19715,8.712645,799.4033,"9,818.25",3195.613,"4,986.62",74.48184,127.3977,71.12578,49.30421,408.6967,3998.227,1376.913,2418.397,14.10315,32.95029,16.3331,10.52932
3M001F,11/28/2017 12:10,3.2,Pass,Pass,Pass,Pass,Pass,"29,330.37","29,363.28","29,468.08","30,643.73",56.35542,48.89522,32.81159,10.93288,800.9867,"9,979.30",3198.783,"5,672.52",95.34283,87.41753,63.33578,40.55969,345.4367,3613.467,1204.417,2393.63,18.76836,24.93664,17.98602,12.38336
3M001T,11/28/2017 11:53,3.2,Pass,Pass,Pass,Pass,Pass,"29,459.13","29,375.30","29,495.18","30,648.34",46.98085,54.09661,33.63259,9.850663,801.1567,"9,986.20",3196.117,"5,585.45",88.32296,70.56777,50.0264,37.12796,352.2667,3692.237,1236.973,2401.17,19.97816,20.0713,16.86795,11.23334
3M0031,11/28/2017 11:39,3.2,Pass,Pass,Pass,Pass,Pass,"29,422.08","29,506.42","29,532.98","30,650.58",43.63372,6.907407,14.69014,9.652642,802.92,"9,901.15",3203.193,"5,747.08",95.58799,62.97221,48.13463,48.94193,327.23,3606.177,1185.777,2411.847,21.75142,13.2758,14.0691,10.51637
3M0017,11/28/2017 11:25,3.2,Pass,Pass,Pass,Pass,Pass,"29,375.03","29,531.97","29,513.82","30,648.57",49.56979,11.79897,19.38908,9.644132,797.1533,"9,999.76",3201.983,"6,018",84.30531,58.00966,63.28611,52.03461,311.6767,3490.087,1126.08,2398.117,18.40594,14.48715,12.7823,10.40716
3M001W,11/28/2017 11:09,3.2,Pass,Pass,Pass,Pass,Pass,"29,494.01","29,405.12","29,557.13","30,645.40",41.60902,40.74059,34.82053,10.28377,797.05,"9,914.40",3190.96,"5,294.28",82.50523,104.6346,69.72083,40.50763,507.7233,3746.283,1383.613,2403.887,17.09778,26.19269,17.78474,10.02735
3M002K,11/28/2017 10:47,3.2,Pass,Pass,Pass,Pass,Pass,"29,379.56","29,540.93","29,538.23","30,641.10",61.4603,9.367234,20.06229,10.27452,797.5,"9,813.17",3198.243,"5,823.18",93.13685,64.40872,74.91131,41.86151,330.8733,3533.59,1170.377,2417.267,19.92119,18.6072,17.21491,9.697174
3M001Q,11/28/2017 10:24,3.2,Pass,Pass,Pass,Pass,Pass,"29,377.25","29,293.81","29,452.84","30,647.43",64.33519,62.04508,47.8631,10.65281,800.59,"9,967.12",3197.093,"5,362.83",75.17042,79.07662,60.14869,49.58344,346.2267,3782.037,1256.377,2400.29,19.1636,25.63527,18.18399,11.3888
3M002Y,11/22/2017 10:08,3.2,Pass,Pass,Pass,Pass,Pass,"29,425.21","29,604.00","29,570.12","30,639.54",46.03967,19.44832,17.13467,9.255768,804.2133,"10,000.06",3197.223,"5,037.49",61.70616,55.85083,54.3767,37.09593,542.8233,"4,044.39",1452.43,2429.48,15.56936,14.98763,13.05102,9.892681
3M002Y,11/22/2017 10:08,3.2,Fail,Pass,Pass,Pass,Fail,"29,329.68","29,518.26","29,438.46","30,638.65",51.76457,22.41541,25.51952,9.665245,806.2633,"10,004.45",3191.437,"5,043.57",107.7582,62.19337,68.73351,57.76728,522.1733,"4,005.64",1416.763,2433.227,19.55386,18.22155,16.01058,9.648997
3M001V,11/15/2017 13:40,3.2,Pass,Pass,Pass,Pass,Pass,"29,358.47","29,299.21","29,394.02","30,674.68",51.55341,67.64578,30.71482,9.170889,800.27,"9,979.13",3197.823,"6,287.07",70.22237,75.23977,51.0949,44.05052,294.3367,3271.907,1074.417,2406.41,16.35555,26.11235,11.31518,11.00032
3M001R,11/15/2017 12:58,3.2,Pass,Pass,Pass,Pass,Pass,"29,322.02","29,426.55","29,430.17","30,681.47",38.62236,40.79195,15.21598,8.473896,800.2567,"9,980.08",3197.437,"6,011.01",70.74246,67.39024,52.50097,40.6602,316.9533,3474.46,1125.033,2409.223,15.78598,20.97609,12.4677,9.89495
3M002P,11/15/2017 12:41,3.2,Pass,Pass,Pass,Pass,Pass,"29,302.41","29,366.65","29,478.82","30,683.31",59.27373,34.82523,13.85772,9.428251,799.74,"9,991.21",3195.847,"5,803.42",81.92648,74.85234,50.56471,43.57117,320.3833,3561.853,1163.977,2400.247,14.32871,20.6761,11.98725,11.63815
3M002M,11/15/2017 12:24,3.2,Pass,Pass,Pass,Pass,Pass,"29,315.06","29,317.71","29,388.23","30,675.41",73.25854,64.90134,34.94607,7.246788,801.36,"9,933.37",3197.387,"5,324.46",80.70517,88.60083,62.82383,43.36822,349.3533,3846.623,1269.547,2426.837,18.01909,21.81904,16.10428,9.68353
3M002N,11/15/2017 12:10,3.2,Pass,Pass,Pass,Pass,Pass,"29,274.34","29,364.71","29,448.95","30,675.39",57.06346,10.25742,20.75024,9.116933,812.4933,"9,850.98",3200.453,"5,302.24",92.36159,64.81438,66.44702,38.46344,331.9533,3872.587,1267.067,2424.527,22.43881,18.12768,16.43553,10.46662
3M000Z,11/15/2017 9:18,3.2,Pass,Pass,Pass,Pass,Pass,"29,331.95","29,351.41","29,399.96","30,672.85",48.32437,42.28747,35.08352,9.649696,798.6467,"9,988.68",3197.657,"6,166.50",76.52593,90.40319,55.994,46.88845,337.6467,3296.227,1104.31,2399.803,14.92689,22.50831,14.16621,11.03626
3M002X,11/15/2017 9:02,3.2,Pass,Pass,Pass,Pass,Pass,"29,349.14","29,335.11","29,392.26","30,679.22",55.56043,52.93326,33.83815,8.718214,799.7333,"9,982.30",3195.907,"5,517.07",71.17691,79.39698,52.48123,38.21981,343.7433,3703.047,1228.91,2409.443,14.0404,24.67124,15.31219,10.34872
3M001P,11/15/2017 7:03,3.2,Pass,Pass,Pass,Pass,Pass,"29,317.78","29,259.21","29,414.74","30,676.45",46.63389,58.84472,24.18849,7.788172,802.0167,"9,976.48",3201.753,"5,350.54",93.35431,80.51675,70.36111,51.1722,318.5933,3834.023,1258.04,2419.147,17.4517,25.52696,16.85676,12.06458
3M001X,11/14/2017 11:57,3.2,Pass,Pass,Pass,Pass,Pass,"29,399.61","29,486.57","29,542.39","30,671.55",44.99872,45.68656,15.78984,9.413177,801.96,"9,975.94",3200.227,"6,070.68",67.31947,81.53162,59.56528,45.17197,313.3067,3433.857,1107.067,2392.547,16.81326,24.06533,14.7818,10.47137
3M0011,11/14/2017 11:27,3.2,Pass,Pass,Pass,Pass,Pass,"29,399.97","29,346.82","29,448.74","30,665.85",59.27646,80.76482,26.71416,9.188657,798.3033,"9,981.07",3196.58,"5,718.04",66.33673,61.12371,51.19125,45.69105,322.4467,3662.54,1204.573,2441.053,16.82425,22.78119,14.51705,10.26086
3M002A,11/10/2017 8:35,3.2,Pass,Pass,Pass,Pass,Pass,"29,293.04","29,483.23","29,408.08","30,678.85",53.50149,18.07415,31.08619,8.135687,804.35,"9,992.15",3198.25,"5,078.32",70.32407,61.16575,69.7686,48.34285,352.3833,"4,125.08",1314.003,2419.673,17.02928,13.4739,17.49184,10.84565
3M000Y,11/9/2017 10:00,3.2,Pass,Pass,Pass,Pass,Pass,"29,368.57","29,428.19","29,468.46","30,675.80",50.48585,33.27055,15.0937,8.16152,805.5733,"10,019.46",3200.243,3725.02,75.11131,85.37905,59.39996,42.05743,538.8333,"5,601.18",1850.7,2446.007,15.97238,36.61642,17.80947,10.17163
3M0027,11/9/2017 9:27,3.2,Pass,Pass,Pass,Pass,Pass,"29,387.68","29,432.80","29,488.10","30,678.18",42.88305,5.273973,13.2846,8.392594,804.4067,"9,861.34",3195.773,"5,408.17",66.83705,35.16678,60.9128,44.05377,404.44,3761.29,1290.737,2427.47,15.6068,10.86367,15.93111,9.971949
3M002C,11/9/2017 8:37,3.2,Pass,Pass,Pass,Pass,Pass,"29,413.70","29,549.09","29,462.12","30,679.16",60.72276,9.936264,34.36097,7.631395,798.6967,"9,979.09",3196.763,"5,964.79",68.3565,68.80905,46.04319,42.87544,318.3933,3510.923,1136.947,2405.417,16.89242,19.76309,13.6158,11.24372
3H0008,11/9/2017 8:21,3.2,Pass,Pass,Pass,Pass,Pass,"29,331.39","29,542.79","29,443.29","30,671.87",53.22366,15.05772,34.557,9.040692,797.3367,"9,999.20",3198.807,"5,095.19",96.50625,49.52623,72.88052,37.65994,370.9933,"4,142.56",1332.073,2435.737,21.62066,12.62542,17.88539,11.23877
3M0010,11/9/2017 7:25,3.2,Pass,Pass,Pass,Pass,Pass,"29,284.46","29,498.17","29,470.28","30,677.46",53.93012,14.71021,15.47153,8.388724,804.2233,"10,003.49",3205.29,"5,888.48",97.52488,48.80716,63.78994,47.93433,309.7767,3542.827,1137.307,2413.577,20.55301,11.38877,16.68788,11.689
3M0024,11/8/2017 11:54,3.2,Pass,Pass,Pass,Pass,Pass,"29,366.96","29,514.61","29,505.56","30,675.81",52.09249,18.48175,26.15562,9.695272,802.8967,"9,996.67",3196.277,3912.097,81.04665,63.56542,69.51831,45.53163,508.9667,"5,329.97",1739.553,2439.197,17.76119,16.27367,17.9539,10.8821
3M0024,11/8/2017 11:09,3.2,Fail,Pass,Fail,Pass,Pass,"29,421.24","29,368.23","29,488.94","30,668.40",46.65124,267.1494,30.22673,9.165206,801.1433,"10,098.71",3194.723,"4,019.46",59.88992,830.4649,47.59723,39.67267,505.06,"5,200.53",1728.537,2446.53,14.6775,565.5221,12.81202,9.556085
Test Cassette,11/8/2017 10:56,3.2,Fail,Fail,Fail,Fail,Pass,"29,276.27","29,468.75","29,434.94","30,660.66",50.94554,19.56385,18.91783,10.14013,806.4967,"10,001.87",3206.953,2606.977,72.37495,49.34977,56.95496,38.00174,921.8667,"7,326.61",2528.767,2459.65,17.71584,14.08851,18.77832,12.12878
3M0024,11/7/2017 16:20,3.2,Fail,Pass,Fail,Pass,Pass,"29,356.88","29,330.74","29,392.84","30,672.87",42.66903,334.9981,35.5748,9.164534,804.9,"10,056.66",3196.913,"4,072.76",57.20392,996.0669,51.86683,37.30279,505.5233,"5,071.86",1684.067,2441.857,14.83709,698.9667,13.43041,11.97047
3M001Z,11/7/2017 16:06,3.2,Pass,Pass,Pass,Pass,Pass,"29,321.67","29,486.59","29,458.93","30,670.12",44.2092,12.16982,15.96902,8.970368,797.5267,"10,001.50",3199.207,"6,111.84",80.4476,51.45249,54.90135,43.65393,324.1667,3435.25,1111.963,2404.307,14.36659,14.73025,14.84187,11.60234
3M001Y,11/7/2017 15:52,3.2,Pass,Pass,Pass,Pass,Pass,"29,304.31","29,412.14","29,407.46","30,675.91",50.08547,202.6479,38.28494,9.320001,805.4,"10,237.70",3194.713,3721.873,79.16201,701.3462,47.03647,36.49096,531,"5,648.20",1830.947,2437.393,17.45494,494.5297,14.88122,10.80504
3M001Y,11/7/2017 15:52,3.2,Fail,Pass,Pass,Pass,Fail,"29,310.16","29,396.49","29,432.60","30,675.51",51.8215,47.31167,18.15972,10.15764,808.0033,"10,149.36",3192.767,3699.78,74.36595,359.9048,66.75176,35.29616,531.43,"5,626.34",1814.813,2445.18,18.59427,195.6589,20.82332,17.24975
3M0036,11/7/2017 15:24,3.2,Pass,Pass,Pass,Pass,Pass,"29,332.27","29,330.40","29,369.13","30,673.62",51.0152,51.95357,37.31198,8.641319,798.7167,"9,975.82",3199.193,"5,011.51",78.03577,80.77693,58.8071,40.41204,577.17,3833.203,1437.077,2408.687,15.52922,22.1146,13.78,10.63132
3M0036,11/7/2017 15:08,3.2,Fail,Fail,Pass,Pass,Pass,"29,446.45","29,358.43","29,442.75","30,663.00",42.09031,42.63294,31.57853,8.880759,786.6967,"9,957.44",3197.043,"5,092.56",69.48269,79.48328,45.96023,40.51455,577.6233,3818.317,1446.99,2429.64,27.01874,20.02008,15.47908,10.17275
3M0025,11/7/2017 14:18,3.2,Pass,Pass,Pass,Pass,Pass,"29,380.56","29,501.32","29,502.92","30,672.56",41.69847,8.363192,14.01313,8.66933,801.89,"9,826.97",3201.89,"5,648.77",96.791,57.73825,59.88221,44.82243,306.1567,3637.347,1182.17,2401.69,19.1025,19.05131,14.317,11.39299
3M0023,11/3/2017 14:03,3.2,Pass,Pass,Pass,Pass,Pass,"29,343.19","29,490.76","29,467.97","30,665.83",61.25213,7.413256,16.47255,8.814067,800.2967,"9,931.17",3200.54,"5,737.27",81.41861,53.33088,51.13361,41.32885,330.48,3630.627,1176.02,2429.85,16.88642,15.07037,13.79737,10.35349
3H000P,11/2/2017 15:48,3.2,Pass,Pass,Pass,Pass,Pass,"29,355.20","29,472.33","29,393.80","30,660.87",58.10623,18.67476,40.58021,9.733122,806.06,"10,008.58",3196.167,3943.903,73.40153,54.29666,65.01154,39.64474,501.6833,"5,351.54",1732.207,2459.373,18.63813,16.36321,17.30944,9.629888
3M001H,11/2/2017 14:39,3.2,Fail,Pass,Fail,Pass,Pass,"29,270.58","29,274.94","29,369.65","30,666.25",66.72559,318.8012,46.76631,9.407836,799.9267,"9,962.85",3196.08,"4,197.71",69.3367,903.5545,58.05939,40.14792,483.4433,"4,862.85",1633.157,2430.74,16.81154,644.6442,20.49018,11.3949
3M001H,11/2/2017 9:46,3.2,Pass,Pass,Pass,Pass,Pass,"29,327.28","29,496.55","29,407.38","30,672.44",50.48352,15.31267,42.45992,8.845258,801.6233,"9,992.81",3195.247,"4,284.21",84.41953,53.98248,61.93896,43.62005,456.49,"4,847.69",1559.91,2437.897,16.99918,19.68212,12.17425,10.89865
3M001K,11/2/2017 9:25,3.2,Pass,Pass,Pass,Pass,Pass,"29,413.87","29,351.61","29,479.97","30,668.37",48.79389,50.50896,23.98249,9.827736,799.47,"9,984.28",3200.883,"6,116.61",75.37052,87.13379,49.61192,45.95694,314.4733,3363.453,1115.413,2407.803,18.36269,25.3928,12.91752,11.22231
3M001M,11/2/2017 9:10,3.2,Pass,Pass,Pass,Pass,Pass,"29,372.43","29,459.18","29,545.77","30,676.65",71.93047,40.77576,17.45645,10.07159,805.6433,"9,986.88",3206.093,"6,156.09",100.3955,58.0579,59.18266,37.18236,282.3767,3392.453,1095.98,2399.65,23.60432,16.09584,15.1159,10.95648
3M0023,11/1/2017 14:13,3.2,Fail,Fail,Fail,Fail,Fail,"18,249.59","18,257.10","18,251.43","18,248.93",1.663418,1.427461,3.279468,1.839681,267.8533,264.5433,265.7133,263.73,20.93171,19.01853,21.27525,19.87079,"36,387.25","36,391.40","36,395.96","36,346.89",3.214644,4.450284,6.785135,6.224426
